Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Prcp_lag_1,Tmax_lag_1,Srad_lag_1,Discharge_lag_1,Prcp_lag_2,Tmax_lag_2,Srad_lag_2,Discharge_lag_2,Prcp_lag_3,Tmax_lag_3,Srad_lag_3,Discharge_lag_3,Prcp_lag_4,Tmax_lag_4,Srad_lag_4,Discharge_lag_4,Prcp_lag_5,Tmax_lag_5,Srad_lag_5,Discharge_lag_5,Prcp_lag_6,Tmax_lag_6,Srad_lag_6,Discharge_lag_6,Prcp_lag_7,Tmax_lag_7,Srad_lag_7,Discharge_lag_7,Year,Month,Day
2000-02-21,34.0,38016.01,0.49,294.13,0.0,-0.48,-9.13,304.61,1.43,-1.13,185.37,35.0,16.88,-4.37,154.61,36.0,0.0,-5.85,317.52,37.0,0.58,0.49,359.89,43.0,0.36,-0.54,276.86,49.0,8.04,2.63,217.41,60.0,14.88,2.24,281.89,72.0,2000,2,21
2000-02-22,36.0,38361.61,0.0,380.06,0.0,2.78,-10.04,280.0,0.49,-0.48,294.13,34.0,1.43,-1.13,185.37,35.0,16.88,-4.37,154.61,36.0,0.0,-5.85,317.52,37.0,0.58,0.49,359.89,43.0,0.36,-0.54,276.86,49.0,8.04,2.63,217.41,60.0,2000,2,22
2000-02-23,37.0,38361.61,0.0,402.53,0.0,7.63,-7.06,360.16,0.0,2.78,380.06,36.0,0.49,-0.48,294.13,34.0,1.43,-1.13,185.37,35.0,16.88,-4.37,154.61,36.0,0.0,-5.85,317.52,37.0,0.58,0.49,359.89,43.0,0.36,-0.54,276.86,49.0,2000,2,23
2000-02-24,50.0,38707.2,0.0,324.17,0.0,9.83,-0.2,602.67,0.0,7.63,402.53,37.0,0.0,2.78,380.06,36.0,0.49,-0.48,294.13,34.0,1.43,-1.13,185.37,35.0,16.88,-4.37,154.61,36.0,0.0,-5.85,317.52,37.0,0.58,0.49,359.89,43.0,2000,2,24
2000-02-25,100.0,38707.2,0.23,330.89,0.0,11.47,0.85,642.98,0.0,9.83,324.17,50.0,0.0,7.63,402.53,37.0,0.0,2.78,380.06,36.0,0.49,-0.48,294.13,34.0,1.43,-1.13,185.37,35.0,16.88,-4.37,154.61,36.0,0.0,-5.85,317.52,37.0,2000,2,25
2000-02-26,167.0,39052.8,9.14,193.53,0.0,5.52,-1.59,547.12,0.23,11.47,330.89,100.0,0.0,9.83,324.17,50.0,0.0,7.63,402.53,37.0,0.0,2.78,380.06,36.0,0.49,-0.48,294.13,34.0,1.43,-1.13,185.37,35.0,16.88,-4.37,154.61,36.0,2000,2,26
2000-02-27,411.0,39052.8,0.0,233.48,0.0,6.54,0.25,624.61,9.14,5.52,193.53,167.0,0.23,11.47,330.89,100.0,0.0,9.83,324.17,50.0,0.0,7.63,402.53,37.0,0.0,2.78,380.06,36.0,0.49,-0.48,294.13,34.0,1.43,-1.13,185.37,35.0,2000,2,27
2000-02-28,801.0,39398.4,12.7,263.01,0.0,11.93,1.21,666.65,0.0,6.54,233.48,411.0,9.14,5.52,193.53,167.0,0.23,11.47,330.89,100.0,0.0,9.83,324.17,50.0,0.0,7.63,402.53,37.0,0.0,2.78,380.06,36.0,0.49,-0.48,294.13,34.0,2000,2,28
2000-02-29,407.0,39398.4,0.0,293.98,0.0,4.4,-3.41,476.93,12.7,11.93,263.01,801.0,0.0,6.54,233.48,411.0,9.14,5.52,193.53,167.0,0.23,11.47,330.89,100.0,0.0,9.83,324.17,50.0,0.0,7.63,402.53,37.0,0.0,2.78,380.06,36.0,2000,2,29
2000-03-01,291.0,39744.0,0.0,388.02,0.0,5.74,-5.6,400.0,0.0,4.4,293.98,407.0,12.7,11.93,263.01,801.0,0.0,6.54,233.48,411.0,9.14,5.52,193.53,167.0,0.23,11.47,330.89,100.0,0.0,9.83,324.17,50.0,0.0,7.63,402.53,37.0,2000,3,1
2000-03-02,256.0,39744.0,1.7,403.75,0.0,8.77,-4.18,440.79,0.0,5.74,388.02,291.0,0.0,4.4,293.98,407.0,12.7,11.93,263.01,801.0,0.0,6.54,233.48,411.0,9.14,5.52,193.53,167.0,0.23,11.47,330.89,100.0,0.0,9.83,324.17,50.0,2000,3,2
2000-03-03,193.0,40089.61,0.0,252.85,0.0,1.46,-4.75,432.78,1.7,8.77,403.75,256.0,0.0,5.74,388.02,291.0,0.0,4.4,293.98,407.0,12.7,11.93,263.01,801.0,0.0,6.54,233.48,411.0,9.14,5.52,193.53,167.0,0.23,11.47,330.89,100.0,2000,3,3
2000-03-04,163.0,40089.61,0.0,311.11,0.0,1.63,-6.19,388.57,0.0,1.46,252.85,193.0,1.7,8.77,403.75,256.0,0.0,5.74,388.02,291.0,0.0,4.4,293.98,407.0,12.7,11.93,263.01,801.0,0.0,6.54,233.48,411.0,9.14,5.52,193.53,167.0,2000,3,4
2000-03-05,145.0,40435.2,0.0,335.61,0.0,4.55,-4.13,450.52,0.0,1.63,311.11,163.0,0.0,1.46,252.85,193.0,1.7,8.77,403.75,256.0,0.0,5.74,388.02,291.0,0.0,4.4,293.98,407.0,12.7,11.93,263.01,801.0,0.0,6.54,233.48,411.0,2000,3,5
2000-03-06,129.0,40435.2,0.0,329.99,0.0,5.37,-3.14,480.0,0.0,4.55,335.61,145.0,0.0,1.63,311.11,163.0,0.0,1.46,252.85,193.0,1.7,8.77,403.75,256.0,0.0,5.74,388.02,291.0,0.0,4.4,293.98,407.0,12.7,11.93,263.01,801.0,2000,3,6
2000-03-07,121.0,40780.8,0.0,408.15,0.0,7.01,-4.52,440.0,0.0,5.37,329.99,129.0,0.0,4.55,335.61,145.0,0.0,1.63,311.11,163.0,0.0,1.46,252.85,193.0,1.7,8.77,403.75,256.0,0.0,5.74,388.02,291.0,0.0,4.4,293.98,407.0,2000,3,7
2000-03-08,127.0,40780.8,0.0,465.78,0.0,13.71,-2.41,516.27,0.0,7.01,408.15,121.0,0.0,5.37,329.99,129.0,0.0,4.55,335.61,145.0,0.0,1.63,311.11,163.0,0.0,1.46,252.85,193.0,1.7,8.77,403.75,256.0,0.0,5.74,388.02,291.0,2000,3,8
2000-03-09,174.0,41126.39,0.0,441.27,0.0,15.12,1.36,668.83,0.0,13.71,465.78,127.0,0.0,7.01,408.15,121.0,0.0,5.37,329.99,129.0,0.0,4.55,335.61,145.0,0.0,1.63,311.11,163.0,0.0,1.46,252.85,193.0,1.7,8.77,403.75,256.0,2000,3,9
2000-03-10,285.0,41126.39,8.57,376.19,0.0,18.82,-2.95,493.8,0.0,15.12,441.27,174.0,0.0,13.71,465.78,127.0,0.0,7.01,408.15,121.0,0.0,5.37,329.99,129.0,0.0,4.55,335.61,145.0,0.0,1.63,311.11,163.0,0.0,1.46,252.85,193.0,2000,3,10
2000-03-11,237.0,41472.0,7.27,159.13,0.0,1.58,-3.27,479.94,8.57,18.82,376.19,285.0,0.0,15.12,441.27,174.0,0.0,13.71,465.78,127.0,0.0,7.01,408.15,121.0,0.0,5.37,329.99,129.0,0.0,4.55,335.61,145.0,0.0,1.63,311.11,163.0,2000,3,11
2000-03-12,421.0,41472.0,31.12,121.42,0.0,0.85,-2.64,505.1,7.27,1.58,159.13,237.0,8.57,18.82,376.19,285.0,0.0,15.12,441.27,174.0,0.0,13.71,465.78,127.0,0.0,7.01,408.15,121.0,0.0,5.37,329.99,129.0,0.0,4.55,335.61,145.0,2000,3,12
2000-03-13,306.0,41817.61,1.46,396.95,0.0,1.26,-8.37,324.67,31.12,0.85,121.42,421.0,7.27,1.58,159.13,237.0,8.57,18.82,376.19,285.0,0.0,15.12,441.27,174.0,0.0,13.71,465.78,127.0,0.0,7.01,408.15,121.0,0.0,5.37,329.99,129.0,2000,3,13
2000-03-14,249.0,41817.61,0.0,414.24,0.0,1.91,-8.12,329.62,1.46,1.26,396.95,306.0,31.12,0.85,121.42,421.0,7.27,1.58,159.13,237.0,8.57,18.82,376.19,285.0,0.0,15.12,441.27,174.0,0.0,13.71,465.78,127.0,0.0,7.01,408.15,121.0,2000,3,14
2000-03-15,221.0,42163.2,0.0,470.65,0.0,8.96,-3.93,456.74,0.0,1.91,414.24,249.0,1.46,1.26,396.95,306.0,31.12,0.85,121.42,421.0,7.27,1.58,159.13,237.0,8.57,18.82,376.19,285.0,0.0,15.12,441.27,174.0,0.0,13.71,465.78,127.0,2000,3,15
2000-03-16,213.0,42163.2,0.0,487.57,0.0,13.63,-0.9,568.05,0.0,8.96,470.65,221.0,0.0,1.91,414.24,249.0,1.46,1.26,396.95,306.0,31.12,0.85,121.42,421.0,7.27,1.58,159.13,237.0,8.57,18.82,376.19,285.0,0.0,15.12,441.27,174.0,2000,3,16
2000-03-17,393.0,42508.8,23.17,395.62,0.0,14.51,-4.69,431.88,0.0,13.63,487.57,213.0,0.0,8.96,470.65,221.0,0.0,1.91,414.24,249.0,1.46,1.26,396.95,306.0,31.12,0.85,121.42,421.0,7.27,1.58,159.13,237.0,8.57,18.82,376.19,285.0,2000,3,17
2000-03-18,268.0,42508.8,8.44,375.75,0.0,-2.46,-16.1,175.19,23.17,14.51,395.62,393.0,0.0,13.63,487.57,213.0,0.0,8.96,470.65,221.0,0.0,1.91,414.24,249.0,1.46,1.26,396.95,306.0,31.12,0.85,121.42,421.0,7.27,1.58,159.13,237.0,2000,3,18
2000-03-19,226.0,42854.39,0.0,510.67,0.0,1.74,-12.84,229.3,8.44,-2.46,375.75,268.0,23.17,14.51,395.62,393.0,0.0,13.63,487.57,213.0,0.0,8.96,470.65,221.0,0.0,1.91,414.24,249.0,1.46,1.26,396.95,306.0,31.12,0.85,121.42,421.0,2000,3,19
2000-03-20,196.0,42854.39,0.0,486.2,0.0,6.09,-7.12,358.14,0.0,1.74,510.67,226.0,8.44,-2.46,375.75,268.0,23.17,14.51,395.62,393.0,0.0,13.63,487.57,213.0,0.0,8.96,470.65,221.0,0.0,1.91,414.24,249.0,1.46,1.26,396.95,306.0,2000,3,20
2000-03-21,171.0,43199.98,0.0,439.38,0.0,8.65,-2.55,511.06,0.0,6.09,486.2,196.0,0.0,1.74,510.67,226.0,8.44,-2.46,375.75,268.0,23.17,14.51,395.62,393.0,0.0,13.63,487.57,213.0,0.0,8.96,470.65,221.0,0.0,1.91,414.24,249.0,2000,3,21
2000-03-22,149.0,43545.61,0.0,447.21,0.0,10.15,-1.4,555.04,0.0,8.65,439.38,171.0,0.0,6.09,486.2,196.0,0.0,1.74,510.67,226.0,8.44,-2.46,375.75,268.0,23.17,14.51,395.62,393.0,0.0,13.63,487.57,213.0,0.0,8.96,470.65,221.0,2000,3,22
2000-03-23,135.0,43545.61,0.0,512.28,0.0,12.85,-2.58,511.85,0.0,10.15,447.21,149.0,0.0,8.65,439.38,171.0,0.0,6.09,486.2,196.0,0.0,1.74,510.67,226.0,8.44,-2.46,375.75,268.0,23.17,14.51,395.62,393.0,0.0,13.63,487.57,213.0,2000,3,23
2000-03-24,125.0,43891.2,0.0,521.46,0.0,14.84,-1.51,555.08,0.0,12.85,512.28,135.0,0.0,10.15,447.21,149.0,0.0,8.65,439.38,171.0,0.0,6.09,486.2,196.0,0.0,1.74,510.67,226.0,8.44,-2.46,375.75,268.0,23.17,14.51,395.62,393.0,2000,3,24
2000-03-25,119.0,43891.2,0.0,526.85,0.0,15.98,-0.9,570.59,0.0,14.84,521.46,125.0,0.0,12.85,512.28,135.0,0.0,10.15,447.21,149.0,0.0,8.65,439.38,171.0,0.0,6.09,486.2,196.0,0.0,1.74,510.67,226.0,8.44,-2.46,375.75,268.0,2000,3,25
2000-03-26,128.0,44236.79,5.4,358.12,0.0,15.56,1.94,714.62,0.0,15.98,526.85,119.0,0.0,14.84,521.46,125.0,0.0,12.85,512.28,135.0,0.0,10.15,447.21,149.0,0.0,8.65,439.38,171.0,0.0,6.09,486.2,196.0,0.0,1.74,510.67,226.0,2000,3,26
2000-03-27,113.0,44236.79,0.0,507.48,0.0,11.64,-3.21,480.0,5.4,15.56,358.12,128.0,0.0,15.98,526.85,119.0,0.0,14.84,521.46,125.0,0.0,12.85,512.28,135.0,0.0,10.15,447.21,149.0,0.0,8.65,439.38,171.0,0.0,6.09,486.2,196.0,2000,3,27
2000-03-28,163.0,44582.39,10.1,367.83,0.0,12.4,-1.71,540.61,0.0,11.64,507.48,113.0,5.4,15.56,358.12,128.0,0.0,15.98,526.85,119.0,0.0,14.84,521.46,125.0,0.0,12.85,512.28,135.0,0.0,10.15,447.21,149.0,0.0,8.65,439.38,171.0,2000,3,28
